userid,number_of_courses_x,average_marks,average_login,weekend_login,weekday_login,midnight_login,early_morning_login,late_morning_login,afternoon_login,evening_login,night_login,no_of_viewed_courses,no_of_attendance_taken,no_of_all_files_downloaded,no_of_assignments,no_of_forum_created,number_of_quizzes,no_of_quizzes_completed,no_of_quizzes_attempt,number_of_courses_y,total_marks,num_days_active,total_events,num_unique_courses_accessed,num_forum_posts,num_resource_views
64,6.0,60.48333333333333,28.0,4.0,24.0,7.166666666666667,5.5,5.333333333333333,6.833333333333333,1.6666666666666667,1.5,213.66666666666663,0.3333333333333333,0.1666666666666666,2.6666666666666665,0.0,2.833333333333333,0.6666666666666666,1.3333333333333333,6.0,362.9,84.0,1650.0,6.0,16.0,273.0
65,6.0,53.65,14.666666666666666,0.8333333333333334,13.833333333333334,4.833333333333333,2.5,2.333333333333333,4.166666666666667,0.3333333333333333,0.5,40.16666666666666,0.1666666666666666,0.1666666666666666,1.8333333333333333,0.0,1.5,0.8333333333333334,1.8333333333333333,6.0,321.9,54.0,602.0,6.0,0.0,228.0
66,7.0,67.5142857142857,21.0,3.4285714285714284,17.571428571428573,9.0,4.428571428571429,1.7142857142857142,5.428571428571429,0.1428571428571428,0.2857142857142857,215.42857142857144,0.0,0.0,4.142857142857143,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.1428571428571428,7.0,472.6,84.0,1795.0,8.0,4.0,466.0
67,6.0,71.56666666666666,19.166666666666668,2.5,16.666666666666668,6.333333333333333,2.6666666666666665,1.6666666666666667,7.833333333333333,0.3333333333333333,0.3333333333333333,99.83333333333331,1.6666666666666667,0.0,6.0,0.3333333333333333,0.0,0.0,0.0,6.0,429.4,55.0,1178.0,6.0,7.0,254.0
68,7.0,85.78285714285714,29.0,5.0,24.0,12.142857142857142,5.571428571428571,3.571428571428572,7.0,0.7142857142857143,0.0,137.28571428571428,2.571428571428572,1.2857142857142858,6.0,0.2857142857142857,0.2857142857142857,0.0,0.0,7.0,600.48,89.0,1524.0,8.0,12.0,220.0
69,6.0,74.65833333333333,41.16666666666666,6.5,34.666666666666664,18.33333333333333,7.666666666666667,4.5,9.5,0.6666666666666666,0.5,190.8333333333333,2.6666666666666665,0.6666666666666666,4.166666666666667,0.0,0.3333333333333333,0.0,0.0,6.0,447.95,84.0,1720.0,6.0,0.0,373.0
70,6.0,0.5,11.333333333333334,1.1666666666666667,10.166666666666666,4.5,2.1666666666666665,0.6666666666666666,3.1666666666666665,0.3333333333333333,0.5,66.66666666666667,0.0,0.0,2.333333333333333,0.0,0.0,0.0,0.0,6.0,3.0,25.0,617.0,7.0,0.0,97.0
71,6.0,74.7,29.0,7.5,21.5,9.333333333333334,7.333333333333333,1.6666666666666667,8.0,1.8333333333333333,0.8333333333333334,98.83333333333331,0.0,0.0,3.6666666666666665,0.1666666666666666,0.0,0.0,0.0,6.0,448.2,64.0,996.0,6.0,2.0,298.0
74,6.0,87.39999999999999,38.833333333333336,7.333333333333333,31.5,14.333333333333334,10.333333333333334,5.0,7.833333333333333,0.3333333333333333,1.0,189.66666666666663,0.0,0.0,4.166666666666667,0.3333333333333333,0.0,0.0,0.0,6.0,524.4,91.0,1700.0,6.0,4.0,398.0
122,8.0,72.125,14.25,1.375,12.875,5.5,3.375,2.5,2.25,0.125,0.5,79.0,0.0,0.0,1.125,0.25,0.625,0.125,2.375,8.0,577.0,63.0,913.0,10.0,5.0,251.0
152,6.0,75.66666666666667,10.0,0.3333333333333333,9.666666666666666,4.166666666666667,3.1666666666666665,0.8333333333333334,1.6666666666666667,0.0,0.1666666666666666,47.5,0.0,0.0,1.5,1.0,0.3333333333333333,0.0,0.1666666666666666,6.0,454.0,34.0,446.0,5.0,11.0,64.0
155,4.0,71.8,23.75,5.0,18.75,6.5,7.25,3.0,5.75,0.75,0.5,82.0,2.75,0.0,1.0,0.25,0.75,0.5,1.25,4.0,287.2,61.0,497.0,4.0,8.0,121.0
194,5.0,64.8,24.4,2.6,21.8,7.2,5.2,1.4,7.2,2.4,1.0,147.0,0.0,0.0,0.0,0.2,9.4,1.2,15.8,5.0,324.0,58.0,1342.0,8.0,2.0,445.0
1068,6.0,83.63333333333334,21.83333333333333,2.6666666666666665,19.166666666666668,4.333333333333333,9.166666666666666,2.6666666666666665,4.166666666666667,1.0,0.5,88.0,2.0,0.0,0.8333333333333334,0.1666666666666666,0.6666666666666666,0.1666666666666666,7.166666666666667,6.0,501.8,68.0,779.0,7.0,4.0,198.0
1070,4.0,87.325,91.5,7.5,84.0,31.75,26.0,15.5,15.25,0.0,3.0,645.0,3.25,0.0,3.0,0.25,5.25,0.75,1.0,4.0,349.3,93.0,2016.0,5.0,2.0,162.0
1174,1.0,82.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,1.0,1.0,1.0,0.0,0.0
1175,4.0,80.775,6.0,1.0,5.0,0.5,1.5,1.25,2.25,0.0,0.5,16.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,323.1,22.0,68.0,4.0,0.0,8.0
1176,1.0,84.0,9.0,1.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,84.0,7.0,55.0,4.0,0.0,15.0
1178,1.0,84.0,13.0,0.0,13.0,3.0,3.0,1.0,4.0,0.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,9.0,67.0,1.0,0.0,34.0
1179,10.0,68.75,7.2,0.7,6.5,2.6,0.9,1.1,1.0,0.8,0.8,25.1,0.0,0.0,0.6,0.1,0.3,0.1,2.5,10.0,687.5,37.0,435.0,10.0,4.0,106.0
1180,5.0,67.6,17.6,3.8,13.8,5.0,4.8,1.8,3.6,1.0,1.4,79.2,0.2,3.0,0.2,0.0,3.4,1.4,2.2,5.0,338.0,49.0,675.0,5.0,0.0,231.0
1181,9.0,67.13333333333334,5.777777777777778,0.2222222222222222,5.555555555555555,3.0,1.1111111111111112,0.0,1.2222222222222223,0.1111111111111111,0.3333333333333333,24.88888888888889,0.0,0.0,0.2222222222222222,0.0,1.1111111111111112,0.2222222222222222,9.0,9.0,604.2,24.0,450.0,7.0,0.0,112.0
1182,3.0,74.41666666666667,6.0,1.6666666666666667,4.333333333333333,3.0,1.0,0.0,1.6666666666666667,0.0,0.3333333333333333,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,223.25,13.0,132.0,3.0,0.0,61.0
1183,6.0,63.96666666666667,24.33333333333333,1.8333333333333333,22.5,13.0,8.0,2.333333333333333,0.6666666666666666,0.3333333333333333,0.0,32.5,0.0,0.0,0.5,0.0,0.6666666666666666,0.1666666666666666,7.0,6.0,383.8,39.0,324.0,6.0,0.0,78.0
1184,5.0,71.8,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,5.0,359.0,1.0,7.0,1.0,0.0,0.0
1185,1.0,87.4,6.0,0.0,6.0,1.0,1.0,2.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.4,6.0,27.0,1.0,0.0,10.0
1186,7.0,76.6857142857143,6.285714285714286,1.1428571428571428,5.142857142857143,1.4285714285714286,1.4285714285714286,0.7142857142857143,2.142857142857143,0.5714285714285714,0.0,32.285714285714285,0.0,0.0,1.4285714285714286,0.0,0.1428571428571428,0.0,0.0,7.0,536.8000000000001,31.0,392.0,6.0,0.0,145.0
1187,7.0,79.04857142857144,9.0,1.8571428571428568,7.142857142857143,2.857142857142857,2.0,1.5714285714285714,2.2857142857142856,0.1428571428571428,0.1428571428571428,38.42857142857143,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,7.0,553.34,42.0,431.0,5.0,2.0,112.0
1188,4.0,74.175,5.5,0.5,5.0,1.25,1.25,0.75,2.0,0.25,0.0,12.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4.0,296.7,16.0,47.0,3.0,0.0,12.0
1189,7.0,79.65714285714286,5.571428571428571,1.4285714285714286,4.142857142857143,1.4285714285714286,1.1428571428571428,0.1428571428571428,1.5714285714285714,1.1428571428571428,0.1428571428571428,16.571428571428573,0.0,0.0,1.4285714285714286,0.0,0.2857142857142857,0.0,0.0,7.0,557.6,23.0,206.0,6.0,4.0,26.0
1204,5.0,60.44,74.6,11.8,62.8,20.4,18.6,9.8,17.6,3.8,4.4,423.2,0.0,0.0,0.8,0.0,6.8,0.4,1.4,5.0,302.2,113.0,2846.0,13.0,0.0,633.0
1206,1.0,96.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,2.0,3.0,1.0,0.0,0.0
1207,4.0,80.75,14.25,2.5,11.75,5.0,2.5,1.0,5.75,0.0,0.0,48.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,323.0,41.0,411.0,8.0,0.0,210.0
1208,5.0,72.28,32.6,3.4,29.2,12.0,8.2,5.0,6.0,0.6,0.8,171.8,0.8,0.4,0.6,0.0,10.8,2.8,22.8,5.0,361.4,67.0,1369.0,8.0,0.0,388.0
1210,4.0,77.525,2.75,0.25,2.5,0.25,1.0,0.5,0.5,0.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,310.1,6.0,26.0,1.0,0.0,11.0
1211,3.0,70.13333333333334,3.6666666666666665,0.3333333333333333,3.333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,210.4,8.0,24.0,1.0,0.0,7.0
1212,8.0,80.18,23.75,4.625,19.125,8.25,7.125,2.625,5.5,0.0,0.25,121.0,0.0,0.0,2.875,0.0,0.0,0.0,0.0,8.0,641.44,91.0,1315.0,11.0,0.0,126.0
1214,5.0,78.31,27.0,3.8,23.2,15.2,5.4,1.2,4.6,0.6,0.0,40.4,0.0,0.0,1.2,0.2,0.0,0.0,0.0,5.0,391.55,32.0,309.0,4.0,2.0,40.0
1215,4.0,78.375,17.75,3.0,14.75,3.5,4.0,2.25,4.5,2.5,1.0,68.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,4.0,313.5,38.0,456.0,8.0,0.0,182.0
1217,1.0,90.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,50.60057043650794,752.6924603174604,6.047991071428571,2.7900545634920637,195.43470982142858
1218,6.0,85.25833333333334,18.33333333333333,2.5,15.833333333333334,5.166666666666667,6.666666666666667,1.5,3.8333333333333335,1.1666666666666667,0.0,60.5,0.0,0.0,2.1666666666666665,0.3333333333333333,0.0,0.0,0.0,6.0,511.55,64.0,554.0,7.0,15.0,65.0
1219,6.0,69.58833333333332,22.666666666666668,3.8333333333333335,18.83333333333333,8.333333333333334,5.666666666666667,3.5,4.333333333333333,0.6666666666666666,0.1666666666666666,80.0,0.0,0.0,0.6666666666666666,0.0,2.0,0.5,9.5,6.0,417.53,42.0,688.0,8.0,0.0,115.0
1220,4.0,73.5,9.0,2.0,7.0,3.0,3.0,0.25,2.75,0.0,0.0,38.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,294.0,25.0,239.0,6.0,0.0,83.0
1221,4.0,79.275,27.0,5.0,22.0,7.0,4.75,2.75,6.25,4.5,1.75,72.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,4.0,317.1,58.0,529.0,7.0,0.0,244.0
1222,4.0,74.1,10.0,0.75,9.25,3.25,3.25,1.5,1.75,0.0,0.25,33.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,296.4,29.0,288.0,6.0,0.0,90.0
1223,4.0,76.60000000000001,12.5,2.5,10.0,3.75,2.25,0.0,5.5,1.0,0.0,56.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,306.40000000000003,33.0,334.0,8.0,0.0,120.0
1224,4.0,71.625,15.25,2.25,13.0,5.0,3.0,1.75,4.5,0.25,0.75,46.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,286.5,35.0,370.0,5.0,0.0,205.0
1225,1.0,93.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,1.0,1.0,1.0,0.0,0.0
1226,4.0,74.625,23.75,5.5,18.25,4.75,3.75,1.5,10.25,3.5,0.0,107.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.0,298.5,63.0,615.0,11.0,0.0,211.0
1227,7.0,77.05142857142857,6.857142857142857,1.4285714285714286,5.428571428571429,1.4285714285714286,1.8571428571428568,1.1428571428571428,2.4285714285714284,0.0,0.0,20.571428571428573,0.0,0.0,1.2857142857142858,0.1428571428571428,1.7142857142857142,0.4285714285714285,11.571428571428571,7.0,539.36,27.0,356.0,4.0,9.0,13.0
1228,6.0,79.59333333333333,7.166666666666667,0.3333333333333333,6.833333333333333,0.3333333333333333,2.6666666666666665,0.8333333333333334,3.0,0.1666666666666666,0.1666666666666666,22.33333333333333,0.0,0.0,1.1666666666666667,0.5,0.0,0.0,0.0,6.0,477.56,26.0,215.0,6.0,8.0,21.0
1229,5.0,85.7,10.4,0.8,9.6,4.0,2.4,1.4,2.0,0.6,0.0,45.0,0.0,0.0,0.4,0.0,0.4,0.2,0.4,5.0,428.5,30.0,332.0,7.0,0.0,108.0
1230,3.0,85.36666666666667,17.0,3.6666666666666665,13.333333333333334,1.3333333333333333,9.333333333333334,1.0,3.333333333333333,1.6666666666666667,0.3333333333333333,40.66666666666666,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,3.0,256.1,29.0,272.0,3.0,0.0,145.0
1231,4.0,84.925,26.5,5.75,20.75,7.0,11.0,2.75,5.75,0.0,0.0,107.75,0.0,0.0,0.25,0.0,0.25,0.0,0.0,4.0,339.7,51.0,558.0,4.0,0.0,232.0
1233,3.0,62.9,13.666666666666666,1.0,12.666666666666666,5.666666666666667,3.6666666666666665,0.6666666666666666,2.0,0.0,1.6666666666666667,39.66666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,14.333333333333334,3.0,188.7,24.0,270.0,4.0,0.0,71.0
1234,1.0,86.3,8.0,1.0,7.0,1.0,3.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.3,6.0,20.0,1.0,0.0,14.0
1235,4.0,79.5925,12.0,1.75,10.25,4.0,2.75,0.75,2.75,1.25,0.5,28.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,318.37,28.0,200.0,4.0,0.0,93.0
1236,3.0,70.66666666666667,9.666666666666666,1.6666666666666667,8.0,1.0,5.0,1.0,2.0,0.3333333333333333,0.3333333333333333,28.666666666666668,0.0,0.0,0.6666666666666666,0.0,1.3333333333333333,0.3333333333333333,9.666666666666666,3.0,212.0,20.0,225.0,4.0,0.0,95.0
1237,4.0,81.15,12.5,0.75,11.75,2.75,6.5,0.5,1.5,0.5,0.75,39.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,324.6,37.0,218.0,5.0,0.0,83.0
1239,5.0,71.34,7.0,1.0,6.0,1.4,1.2,0.8,2.2,1.2,0.2,29.6,0.0,0.0,1.0,0.0,3.0,1.4,7.2,5.0,356.7,25.0,333.0,5.0,0.0,109.0
1241,1.0,51.1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.1,2.0,3.0,1.0,0.0,0.0
1243,6.0,79.59166666666667,17.333333333333332,4.666666666666667,12.666666666666666,5.666666666666667,4.833333333333333,2.333333333333333,3.1666666666666665,1.1666666666666667,0.1666666666666666,80.5,0.0,0.0,0.1666666666666666,0.1666666666666666,0.5,0.0,0.0,6.0,477.55,61.0,675.0,7.0,1.0,169.0
1244,6.0,84.39999999999999,6.666666666666667,1.1666666666666667,5.5,2.833333333333333,1.3333333333333333,1.1666666666666667,1.0,0.0,0.3333333333333333,19.666666666666668,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,6.0,506.4,28.0,237.0,6.0,0.0,100.0
1245,1.0,85.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,50.60057043650794,752.6924603174604,6.047991071428571,2.7900545634920637,195.43470982142858
1246,1.0,97.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.0,1.0,1.0,1.0,0.0,0.0
1248,4.0,70.5,6.5,0.75,5.75,2.0,1.25,0.5,0.75,2.0,0.0,18.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,4.0,282.0,18.0,124.0,3.0,2.0,43.0
1250,4.0,74.25,10.25,0.75,9.5,1.75,4.5,1.5,1.25,0.25,1.0,31.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.0,297.0,16.0,150.0,4.0,0.0,51.0
1251,1.0,89.6,51.0,9.0,42.0,21.0,16.0,6.0,8.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.6,42.0,82.0,1.0,0.0,25.0
1253,4.0,85.95,34.0,6.25,27.75,13.0,9.25,3.0,8.25,0.0,0.5,144.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,4.0,343.8,77.0,609.0,6.0,4.0,57.0
1254,4.0,84.0425,19.75,4.75,15.0,6.0,4.5,2.75,6.25,0.25,0.0,60.25,0.0,0.0,2.75,0.0,1.25,0.25,0.25,4.0,336.17,52.0,532.0,5.0,0.0,202.0
1255,4.0,69.3475,34.0,4.0,30.0,11.75,11.0,3.75,5.25,0.75,1.5,68.25,0.0,0.0,1.25,0.0,0.0,0.0,0.0,4.0,277.39,51.0,538.0,4.0,0.0,315.0
1257,4.0,81.7,9.25,2.25,7.0,3.75,1.5,1.0,2.25,0.0,0.75,76.5,0.0,0.0,1.25,0.0,1.25,0.25,0.25,4.0,326.8,45.0,412.0,5.0,0.0,138.0
1259,8.0,71.75,3.5,0.625,2.875,0.375,0.625,0.875,1.25,0.375,0.0,55.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,574.0,34.0,439.0,8.0,0.0,291.0
1260,4.0,85.275,15.5,2.75,12.75,2.75,5.5,2.25,4.75,0.0,0.25,38.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.0,341.1,40.0,345.0,5.0,0.0,204.0
1261,5.0,72.92,13.8,3.6,10.2,6.2,4.8,1.0,1.6,0.2,0.0,43.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,5.0,364.6,40.0,328.0,5.0,0.0,68.0
1262,3.0,70.66666666666667,7.333333333333333,1.0,6.333333333333333,2.0,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,0.0,89.33333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,3.0,0.3333333333333333,17.666666666666668,3.0,212.0,22.0,354.0,4.0,0.0,207.0
1263,4.0,72.65,18.75,1.0,17.75,8.0,4.75,1.5,1.75,0.5,2.25,57.5,0.0,0.0,1.25,0.0,0.75,0.25,9.75,4.0,290.6,48.0,450.0,4.0,0.0,206.0
1264,4.0,71.85,9.75,3.75,6.0,1.75,3.0,1.25,3.5,0.25,0.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,287.4,24.0,197.0,4.0,0.0,52.0
1265,1.0,85.5,13.0,3.0,10.0,0.0,5.0,0.0,6.0,1.0,1.0,37.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,85.5,12.0,72.0,1.0,0.0,36.0
1267,6.0,80.69333333333333,5.5,1.3333333333333333,4.166666666666667,1.3333333333333333,1.0,1.5,1.1666666666666667,0.0,0.5,15.333333333333334,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,6.0,484.16,25.0,191.0,6.0,0.0,56.0
1268,1.0,86.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,86.0,2.0,55.0,1.0,2.0,9.0
1269,5.0,67.74,7.2,0.8,6.4,3.2,1.2,0.2,1.6,1.0,0.0,37.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,5.0,338.7,25.0,246.0,5.0,0.0,92.0
1270,7.0,82.8142857142857,16.428571428571427,3.2857142857142856,13.142857142857142,3.4285714285714284,4.285714285714286,1.8571428571428568,5.428571428571429,1.2857142857142858,0.1428571428571428,71.0,0.0,0.0,1.1428571428571428,0.0,14.428571428571429,1.7142857142857142,14.428571428571429,7.0,579.6999999999999,58.0,886.0,7.0,0.0,71.0
1271,4.0,76.05,3.75,0.75,3.0,1.5,0.75,0.25,0.75,0.5,0.0,9.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,304.2,8.0,41.0,2.0,0.0,12.0
1272,4.0,85.775,12.0,1.75,10.25,2.25,4.25,2.0,2.0,1.25,0.25,40.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,4.0,343.1,31.0,329.0,4.0,4.0,61.0
1273,2.0,92.75,5.0,0.5,4.5,1.5,2.5,0.0,1.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,185.5,8.0,53.0,4.0,0.0,29.0
1274,5.0,69.05199999999999,13.0,1.6,11.4,7.4,1.6,1.6,2.2,0.2,0.0,36.4,0.0,0.6,0.4,0.0,0.0,0.0,0.0,5.0,345.26,46.0,348.0,5.0,0.0,79.0
1276,5.0,78.39,21.0,4.4,16.6,6.0,5.2,2.4,5.4,1.8,0.2,84.0,0.0,0.0,1.4,0.0,0.2,0.0,0.0,5.0,391.95,61.0,642.0,6.0,0.0,143.0
1277,5.0,70.652,9.0,2.6,6.4,3.0,1.8,1.6,2.2,0.4,0.0,27.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,5.0,353.26,36.0,334.0,5.0,0.0,129.0
1278,7.0,84.38571428571429,15.571428571428571,4.0,11.571428571428571,5.714285714285714,3.4285714285714284,0.8571428571428571,4.428571428571429,0.4285714285714285,0.7142857142857143,51.285714285714285,0.0,0.0,2.857142857142857,0.2857142857142857,0.4285714285714285,0.0,0.0,7.0,590.7,53.0,765.0,6.0,9.0,236.0
1279,4.0,86.325,24.0,4.0,20.0,10.5,3.75,2.5,7.0,0.0,0.25,58.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,4.0,345.3,49.0,348.0,5.0,0.0,151.0
1280,1.0,94.5,38.0,9.0,29.0,23.0,4.0,3.0,4.0,1.0,3.0,97.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,94.5,33.0,97.0,3.0,0.0,11.0
1281,4.0,74.5,9.0,3.0,6.0,3.75,2.75,0.75,1.75,0.0,0.0,44.0,0.0,0.5,1.75,0.0,0.5,0.25,0.25,4.0,298.0,26.0,303.0,4.0,0.0,57.0
1282,4.0,82.7,6.5,0.75,5.75,3.5,1.25,1.25,0.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.5,0.5,2.5,4.0,330.8,17.0,142.0,8.0,0.0,51.0
1284,1.0,88.1,14.0,3.0,11.0,1.0,2.0,0.0,5.0,2.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.1,8.0,22.0,1.0,0.0,12.0
1286,5.0,83.11999999999999,11.6,3.4,8.2,1.2,2.0,1.4,4.4,2.0,0.6,71.8,0.0,0.0,1.2,0.0,10.8,2.6,16.4,5.0,415.6,41.0,789.0,5.0,0.0,239.0
1287,4.0,76.675,14.75,3.25,11.5,5.5,3.5,1.75,4.0,0.0,0.0,40.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,306.7,38.0,398.0,8.0,0.0,228.0
1289,4.0,66.7,9.25,1.5,7.75,2.0,2.0,1.0,3.25,0.75,0.25,30.25,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,266.8,21.0,233.0,4.0,0.0,35.0
1290,6.0,65.10000000000001,15.666666666666666,2.333333333333333,13.333333333333334,4.833333333333333,4.166666666666667,0.6666666666666666,5.0,0.5,0.5,67.66666666666667,0.0,4.333333333333333,2.1666666666666665,0.0,1.1666666666666667,0.1666666666666666,0.3333333333333333,6.0,390.6,51.0,714.0,6.0,0.0,133.0
1292,4.0,80.675,11.0,3.75,7.25,3.75,3.25,1.75,2.0,0.25,0.0,43.5,0.0,0.0,0.75,0.0,0.5,0.25,0.25,4.0,322.7,30.0,273.0,4.0,0.0,90.0
1293,5.0,69.05199999999999,8.4,0.2,8.2,3.2,1.6,0.8,2.2,0.4,0.2,22.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,5.0,345.26,27.0,205.0,5.0,0.0,41.0
1294,4.0,78.91,27.0,4.5,22.5,10.5,6.25,3.75,5.75,0.25,0.5,94.25,0.0,0.0,1.75,0.0,0.0,0.0,0.0,4.0,315.64,59.0,584.0,4.0,0.0,192.0
1295,4.0,74.77250000000001,18.25,2.75,15.5,6.75,5.0,0.75,5.25,0.25,0.25,60.5,0.0,0.0,1.25,0.0,0.0,0.0,0.0,4.0,299.09000000000003,45.0,375.0,4.0,1.0,120.0
1297,3.0,69.23333333333333,6.666666666666667,0.3333333333333333,6.333333333333333,3.0,2.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,18.666666666666668,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,42.0,3.0,207.7,15.0,227.0,3.0,0.0,38.0
1298,4.0,75.975,23.75,8.0,15.75,9.25,6.0,1.75,5.75,0.25,0.75,84.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,303.9,64.0,523.0,9.0,0.0,194.0
1299,1.0,88.7,24.0,2.0,22.0,4.0,8.0,2.0,6.0,2.0,2.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.7,18.0,86.0,1.0,0.0,31.0
1300,4.0,58.0,13.5,4.25,9.25,3.75,4.25,2.5,2.75,0.0,0.25,41.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.0,232.0,37.0,246.0,4.0,1.0,39.0
1301,4.0,84.91749999999999,28.25,5.75,22.5,6.0,10.5,2.75,7.25,1.75,0.0,95.25,0.0,0.0,1.5,0.5,0.0,0.0,0.0,4.0,339.67,68.0,747.0,5.0,6.0,313.0
1302,7.0,67.24285714285715,6.285714285714286,1.0,5.285714285714286,1.1428571428571428,2.142857142857143,0.8571428571428571,1.0,1.0,0.1428571428571428,23.428571428571427,0.0,0.0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,7.0,470.7,22.0,222.0,6.0,4.0,54.0
1303,1.0,87.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,1.0,6.0,1.0,0.0,0.0
1304,4.0,81.10499999999999,15.0,3.75,11.25,4.0,4.25,0.75,4.25,1.5,0.25,44.25,0.0,0.0,1.75,0.0,0.0,0.0,0.0,4.0,324.42,40.0,315.0,4.0,0.0,108.0
1305,4.0,74.42750000000001,12.75,0.75,12.0,5.5,1.5,1.0,2.5,1.25,1.0,47.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,297.71000000000004,31.0,306.0,4.0,0.0,132.0
