userid,number_of_courses_x,average_marks,average_login,weekend_login,weekday_login,midnight_login,early_morning_login,late_morning_login,afternoon_login,evening_login,night_login,no_of_viewed_courses,no_of_attendance_taken,no_of_all_files_downloaded,no_of_assignments,no_of_forum_created,number_of_quizzes,no_of_quizzes_completed,no_of_quizzes_attempt,number_of_courses_y,total_marks,num_days_active,total_events,num_unique_courses_accessed,num_forum_posts,num_resource_views
10758,7.0,68.31714285714285,6.285714285714286,1.0,5.285714285714286,1.2857142857142858,1.2857142857142858,0.8571428571428571,2.4285714285714284,0.4285714285714285,0.0,19.428571428571427,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,10.571428571428571,7.0,478.22,26.0,306.0,6.0,2.0,113.0
10759,7.0,72.92857142857143,2.857142857142857,0.4285714285714285,2.4285714285714284,0.8571428571428571,0.5714285714285714,0.4285714285714285,0.5714285714285714,0.1428571428571428,0.2857142857142857,15.285714285714286,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,7.0,510.5,14.0,144.0,8.0,0.0,69.0
10761,6.0,74.0,5.0,1.1666666666666667,3.8333333333333335,0.8333333333333334,1.1666666666666667,1.0,1.1666666666666667,0.1666666666666666,0.6666666666666666,17.166666666666668,0.0,0.0,0.5,0.0,0.1666666666666666,0.0,0.0,6.0,444.0,22.0,191.0,5.0,0.0,76.0
10762,6.0,68.60000000000001,5.333333333333333,1.5,3.8333333333333335,0.3333333333333333,1.1666666666666667,1.0,1.6666666666666667,1.0,0.1666666666666666,12.0,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.0,6.0,411.6,15.0,182.0,3.0,0.0,87.0
10763,6.0,69.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.1666666666666666,0.8333333333333334,0.1666666666666666,0.5,0.0,0.0,10.166666666666666,0.0,0.0,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,6.0,414.0,7.0,102.0,5.0,0.0,25.0
10764,6.0,68.88333333333334,4.0,0.6666666666666666,3.333333333333333,0.3333333333333333,1.6666666666666667,0.1666666666666666,1.8333333333333333,0.0,0.0,30.0,0.0,0.3333333333333333,0.1666666666666666,0.0,1.1666666666666667,0.0,0.0,6.0,413.3,18.0,418.0,6.0,6.0,98.0
10767,7.0,78.66428571428571,10.714285714285714,1.5714285714285714,9.142857142857142,1.1428571428571428,4.142857142857143,0.7142857142857143,3.857142857142857,0.5714285714285714,0.2857142857142857,30.428571428571427,0.0,0.0,0.2857142857142857,0.8571428571428571,0.4285714285714285,0.2857142857142857,0.7142857142857143,7.0,550.65,38.0,337.0,7.0,12.0,82.0
10768,7.0,78.47857142857143,10.571428571428571,4.285714285714286,6.285714285714286,1.7142857142857142,4.285714285714286,0.7142857142857143,3.2857142857142856,0.2857142857142857,0.2857142857142857,39.42857142857143,0.1428571428571428,0.0,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.5714285714285714,7.0,549.35,41.0,632.0,7.0,8.0,179.0
10769,7.0,78.33571428571429,6.428571428571429,1.7142857142857142,4.714285714285714,1.4285714285714286,1.8571428571428568,0.1428571428571428,2.571428571428572,0.4285714285714285,0.0,16.0,0.0,0.0,0.5714285714285714,0.7142857142857143,0.4285714285714285,0.1428571428571428,0.5714285714285714,7.0,548.35,26.0,289.0,6.0,13.0,74.0
10770,7.0,82.96428571428571,12.285714285714286,1.8571428571428568,10.428571428571429,2.4285714285714284,3.142857142857143,1.7142857142857142,4.857142857142857,0.1428571428571428,0.0,58.57142857142857,0.0,0.1428571428571428,0.7142857142857143,1.0,1.1428571428571428,0.2857142857142857,0.4285714285714285,7.0,580.75,53.0,663.0,7.0,16.0,166.0
10771,7.0,79.57142857142857,8.285714285714286,0.8571428571428571,7.428571428571429,2.0,2.0,1.4285714285714286,2.0,0.0,0.8571428571428571,38.142857142857146,0.0,0.0,0.4285714285714285,0.5714285714285714,0.7142857142857143,0.1428571428571428,0.2857142857142857,7.0,557.0,37.0,430.0,7.0,10.0,106.0
10772,7.0,77.2,4.428571428571429,0.4285714285714285,4.0,1.2857142857142858,1.4285714285714286,0.2857142857142857,0.8571428571428571,0.0,0.5714285714285714,18.0,0.0,0.0,0.4285714285714285,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.4285714285714285,7.0,540.4,22.0,242.0,7.0,8.0,36.0
10773,7.0,73.2,6.142857142857143,1.1428571428571428,5.0,0.7142857142857143,2.7142857142857144,0.2857142857142857,2.142857142857143,0.2857142857142857,0.0,17.857142857142858,0.1428571428571428,0.0,0.8571428571428571,0.5714285714285714,0.4285714285714285,0.0,0.4285714285714285,7.0,512.4,25.0,231.0,6.0,13.0,35.0
10774,7.0,76.32142857142857,8.428571428571429,1.4285714285714286,7.0,1.5714285714285714,1.4285714285714286,1.4285714285714286,2.857142857142857,0.2857142857142857,0.8571428571428571,32.142857142857146,0.0,0.0,0.4285714285714285,0.5714285714285714,1.0,0.4285714285714285,0.5714285714285714,7.0,534.25,31.0,332.0,7.0,8.0,68.0
10775,7.0,77.21428571428571,8.714285714285714,0.8571428571428571,7.857142857142857,2.857142857142857,2.142857142857143,0.2857142857142857,3.0,0.2857142857142857,0.1428571428571428,47.0,0.0,0.0,0.5714285714285714,0.7142857142857143,0.4285714285714285,0.2857142857142857,0.4285714285714285,7.0,540.5,36.0,552.0,7.0,10.0,155.0
10776,7.0,79.97142857142856,9.285714285714286,1.7142857142857142,7.571428571428571,1.7142857142857142,3.142857142857143,0.2857142857142857,4.0,0.0,0.1428571428571428,41.285714285714285,0.1428571428571428,0.0,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.4285714285714285,7.0,559.8,41.0,593.0,7.0,19.0,110.0
10777,7.0,81.63571428571429,13.571428571428571,3.571428571428572,10.0,2.2857142857142856,4.0,0.8571428571428571,5.142857142857143,0.8571428571428571,0.4285714285714285,44.142857142857146,0.1428571428571428,0.0,1.1428571428571428,1.2857142857142858,1.2857142857142858,0.1428571428571428,1.2857142857142858,7.0,571.45,55.0,731.0,7.0,18.0,180.0
10778,7.0,83.57428571428571,5.714285714285714,1.4285714285714286,4.285714285714286,0.4285714285714285,2.142857142857143,0.5714285714285714,2.571428571428572,0.0,0.0,24.142857142857142,0.1428571428571428,0.0,0.5714285714285714,0.7142857142857143,0.4285714285714285,0.1428571428571428,0.2857142857142857,7.0,585.02,25.0,403.0,7.0,17.0,99.0
10779,7.0,82.55714285714285,15.142857142857142,1.4285714285714286,13.714285714285714,5.142857142857143,5.857142857142857,0.8571428571428571,2.4285714285714284,0.0,0.8571428571428571,55.42857142857143,0.0,0.0,0.4285714285714285,0.8571428571428571,1.4285714285714286,0.2857142857142857,1.0,7.0,577.9,54.0,731.0,7.0,14.0,219.0
10780,7.0,78.49285714285715,12.285714285714286,2.4285714285714284,9.857142857142858,1.4285714285714286,4.428571428571429,1.0,4.0,0.8571428571428571,0.5714285714285714,41.85714285714285,0.0,0.0,0.7142857142857143,0.8571428571428571,1.2857142857142858,0.2857142857142857,0.5714285714285714,7.0,549.45,48.0,581.0,8.0,12.0,167.0
10781,7.0,77.46428571428571,6.857142857142857,1.4285714285714286,5.428571428571429,1.0,2.7142857142857144,0.4285714285714285,2.2857142857142856,0.2857142857142857,0.1428571428571428,19.714285714285715,0.0,0.0,0.7142857142857143,0.8571428571428571,0.4285714285714285,0.1428571428571428,0.4285714285714285,7.0,542.25,26.0,310.0,5.0,13.0,43.0
10782,7.0,74.25,18.142857142857142,5.285714285714286,12.857142857142858,5.142857142857143,5.428571428571429,0.4285714285714285,4.571428571428571,0.0,2.571428571428572,99.85714285714286,0.0,0.0,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.4285714285714285,7.0,519.75,68.0,1054.0,7.0,13.0,266.0
10783,7.0,78.05,10.714285714285714,2.0,8.714285714285714,3.2857142857142856,3.2857142857142856,1.1428571428571428,2.0,0.4285714285714285,0.5714285714285714,43.142857142857146,0.0,0.0,0.8571428571428571,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.8571428571428571,7.0,546.35,38.0,473.0,7.0,8.0,176.0
10784,7.0,82.17857142857143,20.142857142857142,5.428571428571429,14.714285714285714,5.857142857142857,4.714285714285714,2.857142857142857,6.0,0.0,0.7142857142857143,81.57142857142857,0.1428571428571428,0.0,0.2857142857142857,0.8571428571428571,1.0,0.2857142857142857,1.0,7.0,575.25,68.0,989.0,7.0,12.0,406.0
10785,7.0,72.62857142857142,7.428571428571429,1.7142857142857142,5.714285714285714,1.4285714285714286,2.7142857142857144,0.2857142857142857,2.571428571428572,0.2857142857142857,0.1428571428571428,29.714285714285715,0.0,0.0,0.4285714285714285,0.7142857142857143,0.8571428571428571,0.2857142857142857,0.4285714285714285,7.0,508.4,31.0,379.0,6.0,13.0,109.0
10786,7.0,78.26428571428572,9.571428571428571,1.2857142857142858,8.285714285714286,3.2857142857142856,2.4285714285714284,0.2857142857142857,2.4285714285714284,0.5714285714285714,0.5714285714285714,34.714285714285715,0.1428571428571428,0.0,0.4285714285714285,0.8571428571428571,1.0,0.2857142857142857,0.4285714285714285,7.0,547.85,39.0,467.0,7.0,12.0,124.0
10790,2.0,74.0,7.5,1.5,6.0,2.5,1.0,0.5,3.5,0.0,0.0,34.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,148.0,9.0,114.0,2.0,10.0,12.0
10791,2.0,78.0,15.5,6.0,9.5,1.0,5.5,2.5,6.5,0.0,0.0,140.0,0.0,0.0,0.0,1.5,3.0,1.0,11.5,2.0,156.0,22.0,606.0,2.0,7.0,123.0
10792,2.0,78.0,12.5,1.5,11.0,6.0,2.5,2.0,2.0,0.0,0.0,61.5,0.0,0.0,0.0,1.5,2.0,1.0,6.0,2.0,156.0,12.0,233.0,2.0,6.0,57.0
10793,2.0,89.0,28.0,4.0,24.0,6.0,6.5,3.0,12.5,0.0,0.0,112.0,0.0,0.0,0.0,1.5,1.0,1.0,12.0,2.0,178.0,28.0,347.0,2.0,7.0,87.0
10795,2.0,82.5,17.0,2.5,14.5,3.0,7.0,2.5,4.0,0.5,0.0,76.5,0.0,0.0,0.0,2.0,0.5,0.0,0.0,2.0,165.0,26.0,249.0,2.0,8.0,92.0
10798,2.0,74.0,9.0,0.5,8.5,3.0,3.5,0.5,2.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,148.0,15.0,131.0,2.0,4.0,70.0
10799,2.0,93.0,32.0,7.0,25.0,4.0,7.0,2.5,15.5,2.5,0.5,174.5,0.0,0.0,0.0,2.0,2.0,1.0,10.0,2.0,186.0,43.0,664.0,2.0,29.0,158.0
10800,2.0,67.5,15.5,4.0,11.5,2.5,6.0,2.0,4.0,0.5,0.5,80.0,0.0,0.0,0.0,1.5,1.5,1.0,10.0,2.0,135.0,28.0,332.0,2.0,8.0,91.0
10801,2.0,85.5,15.5,3.5,12.0,2.5,3.5,3.5,6.0,0.0,0.0,59.0,0.0,0.0,0.0,1.5,2.5,1.0,10.0,2.0,171.0,25.0,226.0,2.0,7.0,49.0
10802,2.0,87.5,35.0,8.5,26.5,13.0,9.5,5.0,2.5,2.5,2.5,146.5,0.0,0.0,0.0,1.5,2.0,1.0,7.5,2.0,175.0,48.0,551.0,2.0,12.0,128.0
10804,2.0,71.0,9.5,1.5,8.0,2.5,1.5,2.0,2.5,0.5,0.5,46.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,142.0,13.0,233.0,2.0,0.0,103.0
10805,3.0,84.0,20.33333333333333,1.6666666666666667,18.666666666666668,8.0,4.666666666666667,3.6666666666666665,3.333333333333333,0.0,0.6666666666666666,91.33333333333331,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,3.0,252.0,29.0,440.0,6.0,0.0,63.0
10806,2.0,82.0,57.5,15.0,42.5,6.0,9.5,6.5,29.5,3.5,2.5,286.0,0.0,0.5,4.0,0.5,0.0,0.0,0.0,2.0,164.0,65.0,703.0,2.0,3.0,139.0
10807,4.0,76.0,21.0,2.5,18.5,6.5,5.0,3.0,5.5,0.75,0.25,124.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,304.0,46.0,552.0,5.0,13.0,159.0
10808,5.0,62.4,7.6,1.2,6.4,2.0,2.0,2.0,1.4,0.2,0.0,39.8,0.0,0.4,0.8,0.0,0.0,0.0,0.0,5.0,312.0,28.0,307.0,6.0,12.0,46.0
10809,4.0,60.75,6.0,1.5,4.5,1.0,1.0,2.25,0.75,0.75,0.25,18.75,0.0,1.0,1.25,0.0,0.0,0.0,0.0,4.0,243.0,16.0,182.0,4.0,0.0,25.0
10810,3.0,76.66666666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,230.0,2.0,10.0,1.0,0.0,0.0
10811,6.0,66.16666666666667,38.333333333333336,8.333333333333334,30.0,9.333333333333334,7.166666666666667,7.833333333333333,12.833333333333334,0.5,0.6666666666666666,136.66666666666666,0.0,0.0,1.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,6.0,397.0,96.0,984.0,6.0,18.0,75.0
10812,4.0,60.5,29.25,6.0,23.25,8.75,6.25,5.25,8.25,0.75,0.0,105.25,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,242.0,51.0,558.0,4.0,11.0,54.0
10813,3.0,77.0,15.0,4.0,11.0,2.0,1.6666666666666667,5.333333333333333,6.0,0.0,0.0,51.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,3.0,231.0,19.0,227.0,3.0,17.0,27.0
10814,2.0,85.5,18.0,3.5,14.5,4.0,2.5,2.0,5.0,0.0,4.5,63.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,171.0,26.0,189.0,2.0,2.0,56.0
10815,4.0,59.5,5.75,0.25,5.5,1.25,1.75,1.75,0.25,0.5,0.25,18.75,0.0,0.25,1.25,0.0,0.0,0.0,0.0,4.0,238.0,16.0,123.0,3.0,0.0,7.0
10816,3.0,78.66666666666667,7.0,2.0,5.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,3.6666666666666665,0.0,0.3333333333333333,26.666666666666668,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,236.0,15.0,111.0,4.0,0.0,33.0
10817,2.0,82.5,24.5,1.0,23.5,10.0,7.0,3.5,4.0,0.0,0.0,113.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2.0,165.0,27.0,424.0,4.0,4.0,73.0
10818,2.0,74.0,13.0,0.5,12.5,3.5,2.0,3.5,3.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,148.0,17.0,166.0,4.0,14.0,20.0
10819,6.0,77.83333333333333,7.0,1.5,5.5,2.0,0.8333333333333334,2.333333333333333,1.5,0.1666666666666666,0.1666666666666666,27.0,0.0,0.1666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,6.0,467.0,20.0,226.0,6.0,5.0,18.0
10820,3.0,81.33333333333333,20.0,4.0,16.0,3.333333333333333,7.0,2.6666666666666665,5.0,1.6666666666666667,0.3333333333333333,75.33333333333333,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,3.0,244.0,36.0,309.0,3.0,0.0,34.0
10821,5.0,55.8,28.2,3.2,25.0,4.2,10.4,5.4,6.8,0.8,0.6,108.4,0.0,1.0,2.8,0.4,0.0,0.0,0.0,5.0,279.0,71.0,785.0,6.0,4.0,108.0
10822,2.0,73.0,10.0,1.5,8.5,2.0,2.5,1.5,3.0,0.0,1.0,62.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,2.0,146.0,18.0,178.0,4.0,0.0,53.0
10824,3.0,88.66666666666667,73.33333333333333,16.333333333333332,57.0,8.0,15.666666666666666,13.666666666666666,20.666666666666668,14.0,1.3333333333333333,460.3333333333333,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,266.0,94.0,1290.0,3.0,16.0,37.0
10825,4.0,78.5,15.0,3.25,11.75,2.75,2.75,3.75,5.0,0.75,0.0,46.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,4.0,314.0,48.0,301.0,4.0,17.0,57.0
10826,6.0,80.16666666666667,10.666666666666666,3.1666666666666665,7.5,3.333333333333333,2.833333333333333,1.5,2.1666666666666665,0.0,0.8333333333333334,90.16666666666669,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,6.0,481.0,47.0,616.0,6.0,9.0,66.0
10827,4.0,81.25,8.5,1.5,7.0,1.75,2.25,1.75,2.5,0.0,0.25,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,325.0,21.0,199.0,4.0,9.0,33.0
10828,6.0,64.66666666666667,4.5,0.8333333333333334,3.6666666666666665,0.8333333333333334,0.8333333333333334,1.0,1.5,0.1666666666666666,0.1666666666666666,18.33333333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,6.0,388.0,19.0,159.0,6.0,4.0,9.0
10829,6.0,63.833333333333336,8.833333333333334,2.5,6.333333333333333,3.1666666666666665,1.3333333333333333,2.5,1.8333333333333333,0.0,0.0,32.833333333333336,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,6.0,383.0,29.0,288.0,5.0,9.0,10.0
10830,2.0,74.5,9.0,4.0,5.0,4.5,2.5,0.5,1.5,0.0,0.0,29.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,149.0,9.0,108.0,2.0,3.0,39.0
10831,3.0,79.66666666666667,15.666666666666666,2.333333333333333,13.333333333333334,2.6666666666666665,6.0,3.6666666666666665,3.0,0.0,0.3333333333333333,81.66666666666667,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,239.0,29.0,435.0,3.0,0.0,130.0
10833,3.0,77.66666666666667,11.333333333333334,0.6666666666666666,10.666666666666666,3.0,3.0,0.0,5.333333333333333,0.0,0.0,44.333333333333336,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3.0,233.0,23.0,218.0,4.0,2.0,81.0
10834,2.0,79.5,5.0,0.5,4.5,1.0,0.0,1.0,3.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,159.0,4.0,20.0,2.0,0.0,0.0
10835,4.0,79.0,8.25,0.75,7.5,1.5,2.5,0.5,2.0,1.5,0.25,33.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,4.0,316.0,23.0,231.0,5.0,2.0,88.0
10836,2.0,77.5,30.0,5.5,24.5,6.0,8.0,5.0,10.5,0.0,0.5,108.5,0.0,0.0,2.0,0.5,0.0,0.0,0.0,2.0,155.0,28.0,323.0,2.0,3.0,106.0
10837,3.0,86.0,7.666666666666667,2.0,5.666666666666667,1.6666666666666667,1.6666666666666667,1.0,3.0,0.3333333333333333,0.0,30.33333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,3.0,258.0,19.0,161.0,3.0,2.0,46.0
10838,6.0,85.0,32.5,6.833333333333333,25.666666666666668,11.5,7.666666666666667,5.333333333333333,8.0,0.0,0.0,228.0,0.0,0.1666666666666666,2.1666666666666665,0.3333333333333333,0.3333333333333333,0.0,0.0,6.0,510.0,94.0,1607.0,6.0,25.0,195.0
10839,5.0,82.6,25.6,7.0,18.6,5.2,6.4,4.8,9.0,0.2,0.0,86.2,0.0,0.6,3.2,0.2,0.2,0.0,0.0,5.0,413.0,69.0,656.0,5.0,16.0,84.0
10840,5.0,77.2,23.8,5.0,18.8,4.6,7.0,4.0,5.6,1.4,1.2,115.8,0.0,0.0,0.8,0.4,0.0,0.0,0.0,5.0,386.0,58.0,714.0,5.0,19.0,122.0
10841,4.0,72.5,28.5,6.75,21.75,11.25,7.75,4.25,5.25,0.0,0.0,114.75,0.0,0.75,1.0,0.0,0.0,0.0,0.0,4.0,290.0,55.0,498.0,5.0,14.0,75.0
10842,4.0,73.75,18.25,5.25,13.0,2.5,4.75,5.25,5.75,0.0,0.0,62.75,0.0,0.75,1.25,0.25,0.0,0.0,0.0,4.0,295.0,38.0,494.0,4.0,17.0,128.0
10843,2.0,77.5,21.0,3.0,18.0,6.0,9.0,2.5,3.0,0.0,0.5,51.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,155.0,20.0,135.0,2.0,12.0,12.0
10844,2.0,79.0,44.5,13.5,31.0,5.5,13.5,12.0,13.5,0.0,0.0,182.5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,158.0,62.0,517.0,4.0,14.0,48.0
10845,3.0,77.66666666666667,13.333333333333334,2.0,11.333333333333334,2.6666666666666665,5.0,2.6666666666666665,2.6666666666666665,0.0,0.3333333333333333,42.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,233.0,23.0,183.0,3.0,14.0,41.0
10846,1.0,85.0,5.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,2.0,25.0,1.0,0.0,0.0
10847,1.0,84.0,5.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,3.0,14.0,1.0,0.0,0.0
10848,6.0,77.30833333333334,23.33333333333333,4.0,19.33333333333333,6.5,6.666666666666667,2.0,6.833333333333333,0.0,1.3333333333333333,96.83333333333331,0.1666666666666666,0.6666666666666666,1.6666666666666667,0.1666666666666666,2.6666666666666665,0.3333333333333333,5.833333333333333,6.0,463.85,60.0,988.0,7.0,11.0,189.0
10849,6.0,72.73333333333333,16.833333333333332,3.5,13.333333333333334,5.833333333333333,3.0,1.8333333333333333,5.5,0.3333333333333333,0.3333333333333333,61.0,0.0,0.0,0.8333333333333334,0.0,5.5,2.6666666666666665,17.5,6.0,436.4,59.0,795.0,6.0,9.0,134.0
10850,6.0,58.0,2.5,0.5,2.0,0.8333333333333334,0.5,0.3333333333333333,0.6666666666666666,0.0,0.1666666666666666,12.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,2.833333333333333,6.0,348.0,8.0,150.0,4.0,0.0,67.0
10851,6.0,80.64999999999999,23.33333333333333,2.833333333333333,20.5,6.666666666666667,6.0,4.5,5.833333333333333,0.1666666666666666,0.1666666666666666,107.16666666666669,0.3333333333333333,0.3333333333333333,3.333333333333333,0.1666666666666666,3.8333333333333335,0.3333333333333333,4.833333333333333,6.0,483.9,73.0,1130.0,6.0,17.0,137.0
10852,6.0,80.5,11.666666666666666,2.0,9.666666666666666,2.0,1.8333333333333333,2.0,5.166666666666667,0.5,0.1666666666666666,35.333333333333336,0.3333333333333333,0.1666666666666666,1.1666666666666667,0.0,1.0,0.5,11.666666666666666,6.0,483.0,41.0,498.0,5.0,14.0,72.0
10853,7.0,74.42857142857143,10.714285714285714,0.7142857142857143,10.0,5.285714285714286,2.142857142857143,1.5714285714285714,1.7142857142857142,0.0,0.0,31.857142857142858,0.2857142857142857,0.8571428571428571,1.4285714285714286,0.1428571428571428,0.5714285714285714,0.4285714285714285,6.571428571428571,7.0,521.0,44.0,464.0,7.0,12.0,67.0
10854,7.0,88.42857142857143,25.857142857142858,5.0,20.857142857142858,4.857142857142857,4.0,3.7142857142857135,6.428571428571429,3.7142857142857135,3.142857142857143,129.28571428571428,0.8571428571428571,0.2857142857142857,0.4285714285714285,0.0,4.857142857142857,0.7142857142857143,15.285714285714286,7.0,619.0,87.0,1133.0,9.0,7.0,142.0
10855,7.0,81.83571428571429,12.714285714285714,2.4285714285714284,10.285714285714286,3.142857142857143,4.0,1.4285714285714286,3.857142857142857,0.1428571428571428,0.1428571428571428,79.85714285714286,0.2857142857142857,0.5714285714285714,1.0,0.4285714285714285,2.142857142857143,0.2857142857142857,6.285714285714286,7.0,572.85,61.0,797.0,9.0,18.0,172.0
10856,6.0,71.55,13.0,2.0,11.0,4.833333333333333,2.5,0.8333333333333334,4.0,0.1666666666666666,0.6666666666666666,49.66666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,1.3333333333333333,0.6666666666666666,8.333333333333334,6.0,429.3,52.0,525.0,7.0,10.0,101.0
10857,6.0,75.73333333333333,20.0,3.5,16.5,5.333333333333333,4.833333333333333,1.6666666666666667,7.0,0.5,0.6666666666666666,84.0,0.1666666666666666,1.0,1.5,0.0,8.0,2.6666666666666665,18.83333333333333,6.0,454.4,65.0,986.0,6.0,13.0,159.0
10858,1.0,86.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,1.0,1.0,1.0,0.0,0.0
10859,3.0,74.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,222.0,2.0,11.0,3.0,0.0,0.0
10860,1.0,76.0,7.0,1.0,6.0,2.0,1.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,5.0,37.0,1.0,0.0,0.0
10861,2.0,74.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,148.0,1.0,8.0,1.0,0.0,0.0
10862,3.0,68.33333333333333,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,205.0,4.0,16.0,2.0,0.0,3.0
10864,2.0,87.0,22.0,1.5,20.5,9.0,4.0,3.5,3.0,0.0,2.5,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,174.0,31.0,258.0,3.0,11.0,97.0
10866,4.0,64.0,10.5,0.75,9.75,2.0,4.25,0.25,0.0,0.0,4.0,77.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,256.0,24.0,396.0,6.0,7.0,61.0
10867,2.0,83.5,36.0,4.5,31.5,5.5,11.0,6.5,13.0,0.0,0.0,224.0,0.0,0.0,3.0,4.0,1.5,0.0,0.0,2.0,167.0,54.0,816.0,2.0,20.0,73.0
10868,3.0,79.66666666666667,15.666666666666666,3.0,12.666666666666666,4.333333333333333,3.333333333333333,4.333333333333333,3.333333333333333,0.0,0.3333333333333333,46.333333333333336,0.0,0.0,0.0,1.6666666666666667,0.3333333333333333,0.0,0.0,3.0,239.0,29.0,252.0,3.0,5.0,70.0
10869,3.0,72.0,22.666666666666668,3.0,19.666666666666668,4.0,8.333333333333334,7.333333333333333,2.333333333333333,0.0,0.6666666666666666,104.33333333333331,0.0,0.0,0.0,2.333333333333333,1.6666666666666667,0.0,0.0,3.0,216.0,29.0,532.0,3.0,7.0,140.0
10870,2.0,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,145.0,50.60057043650794,752.6924603174604,6.047991071428571,2.7900545634920637,195.43470982142858
10871,3.0,60.333333333333336,15.666666666666666,1.3333333333333333,14.333333333333334,0.3333333333333333,6.333333333333333,5.333333333333333,3.6666666666666665,0.0,0.0,78.66666666666667,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,3.0,181.0,32.0,400.0,3.0,11.0,90.0
10872,2.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,146.0,50.60057043650794,752.6924603174604,6.047991071428571,2.7900545634920637,195.43470982142858
